date,max_dew_point_v,max_dew_point_s,max_dew_point_c,max_dew_point_d,max_relative_humidity_v,max_relative_humidity_s,max_relative_humidity_c,max_relative_humidity_d,max_temperature_v,max_temperature_s,max_temperature_c,max_temperature_d,max_wind_speed_v,max_wind_speed_s,max_wind_speed_c,max_wind_speed_d,min_dew_point_v,min_dew_point_s,min_dew_point_c,min_dew_point_d,min_relative_humidity_v,min_relative_humidity_s,min_relative_humidity_c,min_relative_humidity_d,min_temperature_v,min_temperature_s,min_temperature_c,min_temperature_d,min_wind_speed_v,min_wind_speed_s,min_wind_speed_c,min_wind_speed_d,precipitation_v,precipitation_s,precipitation_c,precipitation_d,rain_v,rain_s,rain_c,rain_d,snow_v,snow_s,snow_c,snow_d,snow_on_ground_v,snow_on_ground_s,snow_on_ground_c,snow_on_ground_d,solar_radiation_v,solar_radiation_s,solar_radiation_c,solar_radiation_d
1960-11-01,5.95,1.88,7,"1953-11-01 1959-11-01",96.3,1.56,7,"1953-11-01 1959-11-01",9.1,1.53,23,"1937-11-01 1959-11-01",25.22,2.89,7,"1953-11-01 1959-11-01",1.31,2.37,7,"1953-11-01 1959-11-01",73.14,3.68,7,"1953-11-01 1959-11-01",2.79,1.67,23,"1937-11-01 1959-11-01",3.37,1.14,7,"1953-11-01 1959-11-01",140,62.81,23,"1937-11-01 1959-11-01",137.35,62.18,23,"1937-11-01 1959-11-01",2.65,4.38,23,"1937-11-01 1959-11-01",0.1,0.17,5,"1955-11-01 1959-11-01",,,,
1960-10-01,9.57,0.83,7,"1953-10-01 1959-10-01",96.71,1.43,7,"1953-10-01 1959-10-01",13.81,1.01,23,"1937-10-01 1959-10-01",23.24,1.92,7,"1953-10-01 1959-10-01",5.21,0.86,7,"1953-10-01 1959-10-01",71.82,2.9,7,"1953-10-01 1959-10-01",6.44,0.97,23,"1937-10-01 1959-10-01",3,1.01,7,"1953-10-01 1959-10-01",113.69,40.28,23,"1937-10-01 1959-10-01",113.69,40.28,23,"1937-10-01 1959-10-01",0,0,23,"1937-10-01 1959-10-01",0,0,5,"1955-10-01 1959-10-01",,,,
1960-09-01,13.04,0.77,7,"1953-09-01 1959-09-01",95.43,1.23,7,"1953-09-01 1959-09-01",18.72,1.01,23,"1937-09-01 1959-09-01",22.97,1.79,7,"1953-09-01 1959-09-01",9.11,0.65,7,"1953-09-01 1959-09-01",65.85,1.99,7,"1953-09-01 1959-09-01",9.96,0.77,23,"1937-09-01 1959-09-01",2.99,0.68,7,"1953-09-01 1959-09-01",54.87,34.09,23,"1937-09-01 1959-09-01",54.87,34.09,23,"1937-09-01 1959-09-01",0,0,23,"1937-09-01 1959-09-01",0,0,5,"1955-09-01 1959-09-01",,,,
1960-08-01,14.82,0.74,7,"1953-08-01 1959-08-01",93.31,1.46,7,"1953-08-01 1959-08-01",21.63,0.92,23,"1937-08-01 1959-08-01",20.47,1.27,7,"1953-08-01 1959-08-01",10.98,0.77,7,"1953-08-01 1959-08-01",60.76,3.64,7,"1953-08-01 1959-08-01",12.27,0.76,23,"1937-08-01 1959-08-01",2.85,0.55,7,"1953-08-01 1959-08-01",33.47,21.04,23,"1937-08-01 1959-08-01",33.47,21.04,23,"1937-08-01 1959-08-01",0,0,23,"1937-08-01 1959-08-01",0,0,5,"1955-08-01 1959-08-01",,,,
1960-07-01,14.7,1.51,7,"1953-07-01 1959-07-01",90.8,1.35,7,"1953-07-01 1959-07-01",22.29,1.24,23,"1937-07-01 1959-07-01",21.18,1.48,7,"1953-07-01 1959-07-01",10.74,1.45,7,"1953-07-01 1959-07-01",57.24,2.46,7,"1953-07-01 1959-07-01",12.63,0.96,23,"1937-07-01 1959-07-01",3.34,0.57,7,"1953-07-01 1959-07-01",26.58,16.68,23,"1937-07-01 1959-07-01",26.58,16.68,23,"1937-07-01 1959-07-01",0,0,23,"1937-07-01 1959-07-01",0,0,5,"1955-07-01 1959-07-01",,,,
1960-06-01,12.41,1.19,7,"1953-06-01 1959-06-01",91.46,1.44,7,"1953-06-01 1959-06-01",19.55,1.26,23,"1937-06-01 1959-06-01",22.17,1.59,7,"1953-06-01 1959-06-01",8.48,1.48,7,"1953-06-01 1959-06-01",58,2.53,7,"1953-06-01 1959-06-01",10.75,0.92,23,"1937-06-01 1959-06-01",3.5,0.31,7,"1953-06-01 1959-06-01",50.53,30.76,23,"1937-06-01 1959-06-01",50.53,30.76,23,"1937-06-01 1959-06-01",0,0,23,"1937-06-01 1959-06-01",0,0,5,"1955-06-01 1959-06-01",,,,
1960-05-01,9.97,1.22,7,"1953-05-01 1959-05-01",89,1.29,7,"1953-05-01 1959-05-01",17.16,1.34,23,"1937-05-01 1959-05-01",24.13,1.62,7,"1953-05-01 1959-05-01",5.6,1.37,7,"1953-05-01 1959-05-01",53.92,2.83,7,"1953-05-01 1959-05-01",8.03,1.01,23,"1937-05-01 1959-05-01",3.1,0.74,7,"1953-05-01 1959-05-01",46.81,25.64,23,"1937-05-01 1959-05-01",46.81,25.64,23,"1937-05-01 1959-05-01",0,0,23,"1937-05-01 1959-05-01",0,0,5,"1955-05-01 1959-05-01",,,,
1960-04-01,6.69,1.26,7,"1953-04-01 1959-04-01",91.27,2.32,7,"1953-04-01 1959-04-01",13.27,1.11,23,"1937-04-01 1959-04-01",25.61,2.27,7,"1953-04-01 1959-04-01",2.07,1.51,7,"1953-04-01 1959-04-01",57.78,5.27,7,"1953-04-01 1959-04-01",4.94,0.83,23,"1937-04-01 1959-04-01",3.4,1.16,7,"1953-04-01 1959-04-01",61.62,24.17,23,"1937-04-01 1959-04-01",61.51,24.16,23,"1937-04-01 1959-04-01",0.11,0.47,23,"1937-04-01 1959-04-01",0,0,5,"1955-04-01 1959-04-01",,,,
1960-03-01,4.29,1.31,7,"1953-03-01 1959-03-01",93.7,1.31,7,"1953-03-01 1959-03-01",9.61,1.44,23,"1937-03-01 1959-03-01",26.68,1.55,7,"1953-03-01 1959-03-01",-0.32,1.73,7,"1953-03-01 1959-03-01",62.72,4.58,7,"1953-03-01 1959-03-01",2.21,1.05,23,"1937-03-01 1959-03-01",3.9,1.04,7,"1953-03-01 1959-03-01",92.62,37.89,23,"1937-03-01 1959-03-01",89.83,37.49,23,"1937-03-01 1959-03-01",2.8,8.82,23,"1937-03-01 1959-03-01",0.1,0.08,5,"1955-03-01 1959-03-01",,,,
1960-02-01,3.72,1.85,7,"1953-02-01 1959-02-01",95.9,1.29,7,"1953-02-01 1959-02-01",7.21,1.56,23,"1937-02-01 1959-02-01",24.88,2.25,7,"1953-02-01 1959-02-01",-0.78,2.55,7,"1953-02-01 1959-02-01",71.4,3.16,7,"1953-02-01 1959-02-01",0.66,1.56,23,"1937-02-01 1959-02-01",3.35,1.47,7,"1953-02-01 1959-02-01",118.35,38.69,22,"1938-02-01 1959-02-01",103.48,43.92,23,"1937-02-01 1959-02-01",11.13,14.55,22,"1938-02-01 1959-02-01",1,1.3,5,"1955-02-01 1959-02-01",,,,
1960-01-01,3.01,2.67,7,"1953-01-01 1959-01-01",95.48,2.55,7,"1953-01-01 1959-01-01",5.17,2.83,23,"1937-01-01 1959-01-01",24.61,3.11,7,"1953-01-01 1959-01-01",-1.39,3.35,7,"1953-01-01 1959-01-01",74.81,5.26,7,"1953-01-01 1959-01-01",-0.71,3.38,23,"1937-01-01 1959-01-01",4.37,0.63,7,"1953-01-01 1959-01-01",137.77,58.64,22,"1938-01-01 1959-01-01",110.39,69.38,23,"1937-01-01 1959-01-01",17.94,25.46,22,"1938-01-01 1959-01-01",0.5,0.68,5,"1955-01-01 1959-01-01",,,,
1959-12-01,4.6,1.34,6,"1953-12-01 1958-12-01",96.54,1.05,6,"1953-12-01 1958-12-01",6.87,1.44,22,"1937-12-01 1958-12-01",26.26,2,6,"1953-12-01 1958-12-01",0.41,1.74,6,"1953-12-01 1958-12-01",76.22,4.09,6,"1953-12-01 1958-12-01",1.2,1.59,22,"1937-12-01 1958-12-01",4.27,0.66,6,"1953-12-01 1958-12-01",165.97,39.77,21,"1938-12-01 1958-12-01",158.8,42.26,22,"1937-12-01 1958-12-01",9.7,14.28,21,"1938-12-01 1958-12-01",0.7,0.94,4,"1955-12-01 1958-12-01",,,,
1959-11-01,6.01,2.02,6,"1953-11-01 1958-11-01",96.2,1.66,6,"1953-11-01 1958-11-01",9.14,1.56,22,"1937-11-01 1958-11-01",25.44,3.07,6,"1953-11-01 1958-11-01",1.54,2.49,6,"1953-11-01 1958-11-01",73.41,3.91,6,"1953-11-01 1958-11-01",2.82,1.7,22,"1937-11-01 1958-11-01",3.59,1.07,6,"1953-11-01 1958-11-01",139.22,64.12,22,"1937-11-01 1958-11-01",136.82,63.53,22,"1937-11-01 1958-11-01",2.4,4.31,22,"1937-11-01 1958-11-01",0.1,0.19,4,"1955-11-01 1958-11-01",,,,
1959-10-01,9.49,0.88,6,"1953-10-01 1958-10-01",96.51,1.46,6,"1953-10-01 1958-10-01",13.83,1.03,22,"1937-10-01 1958-10-01",23.54,1.92,6,"1953-10-01 1958-10-01",5.04,0.81,6,"1953-10-01 1958-10-01",71.16,2.6,6,"1953-10-01 1958-10-01",6.4,0.98,22,"1937-10-01 1958-10-01",3.09,1.07,6,"1953-10-01 1958-10-01",114.89,40.77,22,"1937-10-01 1958-10-01",114.89,40.77,22,"1937-10-01 1958-10-01",0,0,22,"1937-10-01 1958-10-01",0,0,4,"1955-10-01 1958-10-01",,,,
1959-09-01,13.13,0.8,6,"1953-09-01 1958-09-01",95.17,1.12,6,"1953-09-01 1958-09-01",18.79,0.98,22,"1937-09-01 1958-09-01",22.98,1.94,6,"1953-09-01 1958-09-01",9.2,0.66,6,"1953-09-01 1958-09-01",65.65,2.08,6,"1953-09-01 1958-09-01",9.95,0.78,22,"1937-09-01 1958-09-01",3.12,0.66,6,"1953-09-01 1958-09-01",50.84,29,22,"1937-09-01 1958-09-01",50.84,29,22,"1937-09-01 1958-09-01",0,0,22,"1937-09-01 1958-09-01",0,0,4,"1955-09-01 1958-09-01",,,,
1959-08-01,14.98,0.67,6,"1953-08-01 1958-08-01",93.46,1.52,6,"1953-08-01 1958-08-01",21.68,0.92,22,"1937-08-01 1958-08-01",20.48,1.37,6,"1953-08-01 1958-08-01",11.16,0.7,6,"1953-08-01 1958-08-01",61.29,3.67,6,"1953-08-01 1958-08-01",12.28,0.77,22,"1937-08-01 1958-08-01",2.95,0.53,6,"1953-08-01 1958-08-01",32.96,21.38,22,"1937-08-01 1958-08-01",32.96,21.38,22,"1937-08-01 1958-08-01",0,0,22,"1937-08-01 1958-08-01",0,0,4,"1955-08-01 1958-08-01",,,,
1959-07-01,14.68,1.63,6,"1953-07-01 1958-07-01",90.87,1.45,6,"1953-07-01 1958-07-01",22.26,1.26,22,"1937-07-01 1958-07-01",20.8,1.24,6,"1953-07-01 1958-07-01",10.71,1.56,6,"1953-07-01 1958-07-01",57.66,2.42,6,"1953-07-01 1958-07-01",12.59,0.97,22,"1937-07-01 1958-07-01",3.42,0.58,6,"1953-07-01 1958-07-01",26.83,17.01,22,"1937-07-01 1958-07-01",26.83,17.01,22,"1937-07-01 1958-07-01",0,0,22,"1937-07-01 1958-07-01",0,0,4,"1955-07-01 1958-07-01",,,,
1959-06-01,12.43,1.29,6,"1953-06-01 1958-06-01",91.76,1.35,6,"1953-06-01 1958-06-01",19.52,1.28,22,"1937-06-01 1958-06-01",22.48,1.5,6,"1953-06-01 1958-06-01",8.47,1.59,6,"1953-06-01 1958-06-01",58.64,2.14,6,"1953-06-01 1958-06-01",10.72,0.93,22,"1937-06-01 1958-06-01",3.58,0.28,6,"1953-06-01 1958-06-01",48.89,30.45,22,"1937-06-01 1958-06-01",48.89,30.45,22,"1937-06-01 1958-06-01",0,0,22,"1937-06-01 1958-06-01",0,0,4,"1955-06-01 1958-06-01",,,,
1959-05-01,10.11,1.27,6,"1953-05-01 1958-05-01",88.8,1.29,6,"1953-05-01 1958-05-01",17.19,1.36,22,"1937-05-01 1958-05-01",24.34,1.66,6,"1953-05-01 1958-05-01",5.72,1.45,6,"1953-05-01 1958-05-01",53.76,3.02,6,"1953-05-01 1958-05-01",8.03,1.03,22,"1937-05-01 1958-05-01",3.05,0.78,6,"1953-05-01 1958-05-01",45.96,25.91,22,"1937-05-01 1958-05-01",45.96,25.91,22,"1937-05-01 1958-05-01",0,0,22,"1937-05-01 1958-05-01",0,0,4,"1955-05-01 1958-05-01",,,,
1959-04-01,6.71,1.36,6,"1953-04-01 1958-04-01",91.17,2.49,6,"1953-04-01 1958-04-01",13.28,1.14,22,"1937-04-01 1958-04-01",25.59,2.45,6,"1953-04-01 1958-04-01",2.09,1.63,6,"1953-04-01 1958-04-01",57.98,5.67,6,"1953-04-01 1958-04-01",4.93,0.85,22,"1937-04-01 1958-04-01",3.44,1.25,6,"1953-04-01 1958-04-01",62.49,24.35,22,"1937-04-01 1958-04-01",62.38,24.35,22,"1937-04-01 1958-04-01",0.12,0.48,22,"1937-04-01 1958-04-01",0,0,4,"1955-04-01 1958-04-01",,,,
1959-03-01,4.17,1.38,6,"1953-03-01 1958-03-01",93.59,1.39,6,"1953-03-01 1958-03-01",9.61,1.47,22,"1937-03-01 1958-03-01",26.54,1.64,6,"1953-03-01 1958-03-01",-0.61,1.71,6,"1953-03-01 1958-03-01",61.93,4.48,6,"1953-03-01 1958-03-01",2.17,1.05,22,"1937-03-01 1958-03-01",3.84,1.11,6,"1953-03-01 1958-03-01",89.47,35.68,22,"1937-03-01 1958-03-01",86.58,35.01,22,"1937-03-01 1958-03-01",2.9,9.01,22,"1937-03-01 1958-03-01",0.1,0.08,4,"1955-03-01 1958-03-01",,,,
1959-02-01,3.76,2,6,"1953-02-01 1958-02-01",95.73,1.32,6,"1953-02-01 1958-02-01",7.22,1.59,22,"1937-02-01 1958-02-01",25.49,1.83,6,"1953-02-01 1958-02-01",-0.85,2.75,6,"1953-02-01 1958-02-01",71.16,3.35,6,"1953-02-01 1958-02-01",0.64,1.59,22,"1937-02-01 1958-02-01",3.32,1.59,6,"1953-02-01 1958-02-01",117.91,39.55,21,"1938-02-01 1958-02-01",102.45,44.64,22,"1937-02-01 1958-02-01",11.6,14.73,21,"1938-02-01 1958-02-01",1.3,1.34,4,"1955-02-01 1958-02-01",,,,
1959-01-01,2.96,2.88,6,"1953-01-01 1958-01-01",95.7,2.69,6,"1953-01-01 1958-01-01",5.11,2.87,22,"1937-01-01 1958-01-01",24.59,3.36,6,"1953-01-01 1958-01-01",-1.39,3.62,6,"1953-01-01 1958-01-01",75.38,5.48,6,"1953-01-01 1958-01-01",-0.79,3.43,22,"1937-01-01 1958-01-01",4.32,0.67,6,"1953-01-01 1958-01-01",136.69,59.8,21,"1938-01-01 1958-01-01",108.85,70.56,22,"1937-01-01 1958-01-01",18.02,26.05,21,"1938-01-01 1958-01-01",0.4,0.75,4,"1955-01-01 1958-01-01",,,,
1958-12-01,4.41,1.39,5,"1953-12-01 1957-12-01",96.2,0.81,5,"1953-12-01 1957-12-01",6.83,1.46,21,"1937-12-01 1957-12-01",26.84,1.68,5,"1953-12-01 1957-12-01",0.14,1.79,5,"1953-12-01 1957-12-01",75.26,3.82,5,"1953-12-01 1957-12-01",1.13,1.59,21,"1937-12-01 1957-12-01",4.34,0.7,5,"1953-12-01 1957-12-01",165.63,40.72,20,"1938-12-01 1957-12-01",159.66,43.06,21,"1937-12-01 1957-12-01",8.59,13.71,20,"1938-12-01 1957-12-01",0.2,0.24,3,"1955-12-01 1957-12-01",,,,
1958-11-01,6.17,2.18,5,"1953-11-01 1957-11-01",96.31,1.8,5,"1953-11-01 1957-11-01",9.15,1.59,21,"1937-11-01 1957-11-01",25.16,3.29,5,"1953-11-01 1957-11-01",1.7,2.7,5,"1953-11-01 1957-11-01",74.1,3.93,5,"1953-11-01 1957-11-01",2.86,1.73,21,"1937-11-01 1957-11-01",3.67,1.16,5,"1953-11-01 1957-11-01",137.66,65.21,21,"1937-11-01 1957-11-01",135.21,64.59,21,"1937-11-01 1957-11-01",2.45,4.41,21,"1937-11-01 1957-11-01",0.1,0.2,3,"1955-11-01 1957-11-01",,,,
1958-10-01,9.35,0.9,5,"1953-10-01 1957-10-01",96.04,1.1,5,"1953-10-01 1957-10-01",13.81,1.05,21,"1937-10-01 1957-10-01",23.9,1.92,5,"1953-10-01 1957-10-01",4.9,0.83,5,"1953-10-01 1957-10-01",70.9,2.77,5,"1953-10-01 1957-10-01",6.41,1,21,"1937-10-01 1957-10-01",3.38,0.92,5,"1953-10-01 1957-10-01",115.02,41.73,21,"1937-10-01 1957-10-01",115.02,41.73,21,"1937-10-01 1957-10-01",0,0,21,"1937-10-01 1957-10-01",0,0,3,"1955-10-01 1957-10-01",,,,
1958-09-01,13.2,0.86,5,"1953-09-01 1957-09-01",95.5,0.92,5,"1953-09-01 1957-09-01",18.8,1,21,"1937-09-01 1957-09-01",22.69,2,5,"1953-09-01 1957-09-01",9.21,0.72,5,"1953-09-01 1957-09-01",65.83,2.23,5,"1953-09-01 1957-09-01",9.92,0.78,21,"1937-09-01 1957-09-01",3.03,0.69,5,"1953-09-01 1957-09-01",50.99,29.67,21,"1937-09-01 1957-09-01",50.99,29.67,21,"1937-09-01 1957-09-01",0,0,21,"1937-09-01 1957-09-01",0,0,3,"1955-09-01 1957-09-01",,,,
1958-08-01,14.84,0.66,5,"1953-08-01 1957-08-01",93.88,1.32,5,"1953-08-01 1957-08-01",21.58,0.84,21,"1937-08-01 1957-08-01",20.65,1.45,5,"1953-08-01 1957-08-01",11.03,0.71,5,"1953-08-01 1957-08-01",62.21,3.33,5,"1953-08-01 1957-08-01",12.21,0.72,21,"1937-08-01 1957-08-01",2.8,0.44,5,"1953-08-01 1957-08-01",32.91,21.88,21,"1937-08-01 1957-08-01",32.91,21.88,21,"1937-08-01 1957-08-01",0,0,21,"1937-08-01 1957-08-01",0,0,3,"1955-08-01 1957-08-01",,,,
1958-07-01,14.06,0.94,5,"1953-07-01 1957-07-01",91.39,0.94,5,"1953-07-01 1957-07-01",22.11,1.06,21,"1937-07-01 1957-07-01",20.53,1.19,5,"1953-07-01 1957-07-01",10.13,0.94,5,"1953-07-01 1957-07-01",57.5,2.63,5,"1953-07-01 1957-07-01",12.45,0.73,21,"1937-07-01 1957-07-01",3.37,0.63,5,"1953-07-01 1957-07-01",28.06,16.43,21,"1937-07-01 1957-07-01",28.06,16.43,21,"1937-07-01 1957-07-01",0,0,21,"1937-07-01 1957-07-01",0,0,3,"1955-07-01 1957-07-01",,,,
1958-06-01,11.92,0.66,5,"1953-06-01 1957-06-01",91.87,1.45,5,"1953-06-01 1957-06-01",19.39,1.16,21,"1937-06-01 1957-06-01",22.77,1.48,5,"1953-06-01 1957-06-01",7.84,0.82,5,"1953-06-01 1957-06-01",58.51,2.32,5,"1953-06-01 1957-06-01",10.58,0.68,21,"1937-06-01 1957-06-01",3.61,0.29,5,"1953-06-01 1957-06-01",49.36,31.09,21,"1937-06-01 1957-06-01",49.36,31.09,21,"1937-06-01 1957-06-01",0,0,21,"1937-06-01 1957-06-01",0,0,3,"1955-06-01 1957-06-01",,,,
1958-05-01,9.84,1.23,5,"1953-05-01 1957-05-01",89,1.32,5,"1953-05-01 1957-05-01",17.05,1.23,21,"1937-05-01 1957-05-01",24.36,1.82,5,"1953-05-01 1957-05-01",5.41,1.39,5,"1953-05-01 1957-05-01",54.01,3.26,5,"1953-05-01 1957-05-01",7.93,0.93,21,"1937-05-01 1957-05-01",3.19,0.79,5,"1953-05-01 1957-05-01",46.23,26.49,21,"1937-05-01 1957-05-01",46.23,26.49,21,"1937-05-01 1957-05-01",0,0,21,"1937-05-01 1957-05-01",0,0,3,"1955-05-01 1957-05-01",,,,
1958-04-01,6.63,1.48,5,"1953-04-01 1957-04-01",91.19,2.73,5,"1953-04-01 1957-04-01",13.25,1.15,21,"1937-04-01 1957-04-01",25.85,2.61,5,"1953-04-01 1957-04-01",2.03,1.78,5,"1953-04-01 1957-04-01",58.79,5.89,5,"1953-04-01 1957-04-01",4.91,0.86,21,"1937-04-01 1957-04-01",3.32,1.34,5,"1953-04-01 1957-04-01",61.91,24.77,21,"1937-04-01 1957-04-01",61.79,24.78,21,"1937-04-01 1957-04-01",0.12,0.49,21,"1937-04-01 1957-04-01",0,0,3,"1955-04-01 1957-04-01",,,,
1958-03-01,3.92,1.39,5,"1953-03-01 1957-03-01",93.81,1.41,5,"1953-03-01 1957-03-01",9.55,1.49,21,"1937-03-01 1957-03-01",26.89,1.58,5,"1953-03-01 1957-03-01",-0.92,1.72,5,"1953-03-01 1957-03-01",61.92,4.9,5,"1953-03-01 1957-03-01",2.13,1.06,21,"1937-03-01 1957-03-01",3.95,1.18,5,"1953-03-01 1957-03-01",91.4,35.38,21,"1937-03-01 1957-03-01",88.38,34.84,21,"1937-03-01 1957-03-01",3.04,9.2,21,"1937-03-01 1957-03-01",0.1,0.08,3,"1955-03-01 1957-03-01",,,,
1958-02-01,3.1,1.48,5,"1953-02-01 1957-02-01",95.35,1.11,5,"1953-02-01 1957-02-01",7.08,1.48,21,"1937-02-01 1957-02-01",26.07,1.42,5,"1953-02-01 1957-02-01",-1.77,1.98,5,"1953-02-01 1957-02-01",70.07,2.53,5,"1953-02-01 1957-02-01",0.44,1.34,21,"1937-02-01 1957-02-01",3.38,1.73,5,"1953-02-01 1957-02-01",117.52,40.48,20,"1938-02-01 1957-02-01",101.33,45.39,21,"1937-02-01 1957-02-01",12.18,14.86,20,"1938-02-01 1957-02-01",1.7,1.29,3,"1955-02-01 1957-02-01",,,,
1958-01-01,2.36,2.8,5,"1953-01-01 1957-01-01",95.32,2.8,5,"1953-01-01 1957-01-01",4.94,2.84,21,"1937-01-01 1957-01-01",24.86,3.62,5,"1953-01-01 1957-01-01",-2.2,3.43,5,"1953-01-01 1957-01-01",74.35,5.45,5,"1953-01-01 1957-01-01",-0.99,3.39,21,"1937-01-01 1957-01-01",4.17,0.64,5,"1953-01-01 1957-01-01",130.49,54.29,20,"1938-01-01 1957-01-01",101.62,63.76,21,"1937-01-01 1957-01-01",18.92,26.38,20,"1938-01-01 1957-01-01",0.6,0.82,3,"1955-01-01 1957-01-01",,,,
1957-12-01,4.13,1.42,4,"1953-12-01 1956-12-01",96.12,0.88,4,"1953-12-01 1956-12-01",6.75,1.45,20,"1937-12-01 1956-12-01",26.3,1.43,4,"1953-12-01 1956-12-01",-0.18,1.87,4,"1953-12-01 1956-12-01",75.5,4.23,4,"1953-12-01 1956-12-01",1.04,1.59,20,"1937-12-01 1956-12-01",4.3,0.77,4,"1953-12-01 1956-12-01",164.81,41.62,19,"1938-12-01 1956-12-01",158.57,43.84,20,"1937-12-01 1956-12-01",9.04,13.92,19,"1938-12-01 1956-12-01",0.3,0.26,2,"1955-12-01 1956-12-01",,,,
1957-11-01,6.17,2.44,4,"1953-11-01 1956-11-01",96.16,1.98,4,"1953-11-01 1956-11-01",9.14,1.63,20,"1937-11-01 1956-11-01",25.9,3.29,4,"1953-11-01 1956-11-01",1.71,3.02,4,"1953-11-01 1956-11-01",73.92,4.38,4,"1953-11-01 1956-11-01",2.88,1.77,20,"1937-11-01 1956-11-01",3.98,1.1,4,"1953-11-01 1956-11-01",140.72,65.33,20,"1937-11-01 1956-11-01",138.16,64.79,20,"1937-11-01 1956-11-01",2.57,4.48,20,"1937-11-01 1956-11-01",0.2,0.22,2,"1955-11-01 1956-11-01",,,,
1957-10-01,9.42,0.99,4,"1953-10-01 1956-10-01",96.21,1.17,4,"1953-10-01 1956-10-01",13.81,1.07,20,"1937-10-01 1956-10-01",24.24,2,4,"1953-10-01 1956-10-01",5.11,0.8,4,"1953-10-01 1956-10-01",71.54,2.75,4,"1953-10-01 1956-10-01",6.42,1.02,20,"1937-10-01 1956-10-01",3.7,0.74,4,"1953-10-01 1956-10-01",116.72,42.04,20,"1937-10-01 1956-10-01",116.72,42.04,20,"1937-10-01 1956-10-01",0,0,20,"1937-10-01 1956-10-01",0,0,2,"1955-10-01 1956-10-01",,,,
1957-09-01,12.85,0.56,4,"1953-09-01 1956-09-01",95.29,0.91,4,"1953-09-01 1956-09-01",18.7,0.92,20,"1937-09-01 1956-09-01",22.93,2.17,4,"1953-09-01 1956-09-01",8.94,0.52,4,"1953-09-01 1956-09-01",65.47,2.36,4,"1953-09-01 1956-09-01",9.85,0.74,20,"1937-09-01 1956-09-01",3.3,0.49,4,"1953-09-01 1956-09-01",51.91,30.11,20,"1937-09-01 1956-09-01",51.91,30.11,20,"1937-09-01 1956-09-01",0,0,20,"1937-09-01 1956-09-01",0,0,2,"1955-09-01 1956-09-01",,,,
1957-08-01,14.61,0.52,4,"1953-08-01 1956-08-01",93.72,1.43,4,"1953-08-01 1956-08-01",21.58,0.86,20,"1937-08-01 1956-08-01",21.18,1.1,4,"1953-08-01 1956-08-01",10.97,0.77,4,"1953-08-01 1956-08-01",61.2,2.96,4,"1953-08-01 1956-08-01",12.21,0.74,20,"1937-08-01 1956-08-01",2.81,0.5,4,"1953-08-01 1956-08-01",33.09,22.4,20,"1937-08-01 1956-08-01",33.09,22.4,20,"1937-08-01 1956-08-01",0,0,20,"1937-08-01 1956-08-01",0,0,2,"1955-08-01 1956-08-01",,,,
1957-07-01,14.1,1.04,4,"1953-07-01 1956-07-01",91.18,0.94,4,"1953-07-01 1956-07-01",22.19,1.02,20,"1937-07-01 1956-07-01",20.57,1.33,4,"1953-07-01 1956-07-01",10.22,1.03,4,"1953-07-01 1956-07-01",57.41,2.93,4,"1953-07-01 1956-07-01",12.46,0.75,20,"1937-07-01 1956-07-01",3.12,0.41,4,"1953-07-01 1956-07-01",26.78,15.79,20,"1937-07-01 1956-07-01",26.78,15.79,20,"1937-07-01 1956-07-01",0,0,20,"1937-07-01 1956-07-01",0,0,2,"1955-07-01 1956-07-01",,,,
1957-06-01,11.63,0.35,4,"1953-06-01 1956-06-01",92.12,1.52,4,"1953-06-01 1956-06-01",19.35,1.17,20,"1937-06-01 1956-06-01",22.49,1.54,4,"1953-06-01 1956-06-01",7.59,0.73,4,"1953-06-01 1956-06-01",59.18,2.11,4,"1953-06-01 1956-06-01",10.53,0.65,20,"1937-06-01 1956-06-01",3.52,0.26,4,"1953-06-01 1956-06-01",49.02,31.82,20,"1937-06-01 1956-06-01",49.02,31.82,20,"1937-06-01 1956-06-01",0,0,20,"1937-06-01 1956-06-01",0,0,2,"1955-06-01 1956-06-01",,,,
1957-05-01,9.42,1,4,"1953-05-01 1956-05-01",88.79,1.4,4,"1953-05-01 1956-05-01",16.95,1.17,20,"1937-05-01 1956-05-01",25.18,0.89,4,"1953-05-01 1956-05-01",4.82,0.84,4,"1953-05-01 1956-05-01",53.4,3.38,4,"1953-05-01 1956-05-01",7.82,0.81,20,"1937-05-01 1956-05-01",3.18,0.89,4,"1953-05-01 1956-05-01",46.73,27.04,20,"1937-05-01 1956-05-01",46.73,27.04,20,"1937-05-01 1956-05-01",0,0,20,"1937-05-01 1956-05-01",0,0,2,"1955-05-01 1956-05-01",,,,
1957-04-01,6.25,1.42,4,"1953-04-01 1956-04-01",90.56,2.71,4,"1953-04-01 1956-04-01",13.22,1.17,20,"1937-04-01 1956-04-01",26.4,2.65,4,"1953-04-01 1956-04-01",1.45,1.5,4,"1953-04-01 1956-04-01",57.23,5.59,4,"1953-04-01 1956-04-01",4.86,0.85,20,"1937-04-01 1956-04-01",3.39,1.49,4,"1953-04-01 1956-04-01",62.76,25.08,20,"1937-04-01 1956-04-01",62.63,25.09,20,"1937-04-01 1956-04-01",0.13,0.5,20,"1937-04-01 1956-04-01",0,0,2,"1955-04-01 1956-04-01",,,,
