,datasetid,recordid,record_timestamp,fields.status,fields.descriptionofwork,fields.yearofinstallation,fields.photourl.mimetype,fields.photourl.format,fields.photourl.filename,fields.photourl.width,fields.photourl.id,fields.photourl.height,fields.photourl.thumbnail,fields.sitename,fields.registryid,fields.url,fields.neighbourhood,fields.geom.type,fields.geom.coordinates,fields.photocredits,fields.ownership,fields.artists,fields.siteaddress,fields.artistprojectstatement,fields.geo_local_area,fields.type,fields.primarymaterial,fields.locationonsite,longitude,latitude
462,public-art,cb68a58bb58a86f4b367a1d656a378e43796abea,2020-06-22T10:31:46.074000+00:00,In place,The large textile composition made up of a series of woven vertical strips is an image of the Vancouver waterfront and its reflection.,1981,application/octet-stream,aspx?AreaId=148&ImageId=117,LAW148-1.jpg,300.0,88c6b3c4d7c6ac73a9f4f96c65e3919e,300.0,False,Daon Building,148,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=148,Downtown,Point,"[-123.116037, 49.287198]",,private,136,999 West Hastings Street,,Downtown,Two-dimensional artwork,"Silk, mohair","Interior, front lobby",-123.116037,49.287198
463,public-art,0d8962d11ae7e540d5b6bc13b3583894fff0f2c0,2020-06-22T10:31:46.074000+00:00,Removed,"Internationally renowned artist Richard Hunt carved and erected the pole, with the assistance of Tim Paul. The top figure is a Kulus, or immature Thunderbird, the main crest of Richard Hunt. The middle figure is a bear holding a wild woman, and at the bottom is a sea monster. The log is western red cedar, approximately 27 feet long and a wing span of 10 feet, and is carved in traditional Kwaguilth style.",1982,application/octet-stream,aspx?AreaId=149&ImageId=118,LAW149-1.jpg,300.0,03bcbb50cba3cd9d8266ebdd54b2d4d7,300.0,False,CBC Building (Downtown),149,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=149,,Point,"[-123.1142, 49.279572]",,Prov. of B.C.,237;240,700 Hamilton Street (Downtown),"The Kwaguilth totem pole that once stood at the front of the CBC/Radio-Canada building at 700 Hamilton Street has been returned to Fort Rupert in  the traditional territory of the Kwaguilth people. Under the direction of the artist, Richard Hunt, the pole was lowered on Monday, June 26, 2006. This initiative was part of the Building Redevelopment Project at CBC/Radio-Canada in Vancouver.The totem was originally commissioned by the Royal British Columbia Museum and CBC/Radio-Canada in 1982 and stood in front of the CBC/Radio-Canada Production Centre for almost 25 years.  “It is a great gift from CBC/Radio-Canada and wonderful to know that this totem pole will be returning to Fort Rupert,” says Richard Hunt.    - information from press release, June 19, 2006, CBC/Radio-Canada",Downtown,Totem pole,Red cedar,In garden left of stairs at main entrance,-123.1142,49.279572
464,public-art,f568d4cfb75f25001eeb752dee25952c149996b6,2020-06-22T10:31:46.074000+00:00,In place,"This 13 'x 44' mosaic done in ceramic tile is a complex of geometric form and line, a modernist abstraction in golds, browns, and reds. A maquette of the mosaic is held in the collection of the Vancouver Art Gallery, as detailed in the book ""BC Binning"" produced by the VAG.The forms are characteristic of work by this artist who also designed the tilework on the old BC Hydro Building (1957) now The Electra Suites on Burrard.",1958,application/octet-stream,aspx?AreaId=150&ImageId=1612,LBC Binning detail.JPG,300.0,185035fad3eda8421ae8c01e4755e548,300.0,False,"Shoppers Drug Mart, formerly Canadian Imperial Bank of Commerce",150,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=150,Downtown,Point,"[-123.11602, 49.28351]",,private,269,586 Granville Street,,Downtown,Mosaic,Tile,"Interior, far upper wall opposite front entrance",-123.11602,49.28351
465,public-art,4dc9f5e4b5993594ac538dd046ecb1e7f37bb716,2020-06-22T10:31:46.074000+00:00,In place,"This fisherman, modeled in clay and then cast in bronze, stuggles to pull in a non-existing net heavy with imaginary fish from the pond beside which he is situated.",1976,application/octet-stream,aspx?AreaId=155&ImageId=771,L1.jpg,300.0,5b4adb0ea17c41051c564298e0c52573,300.0,False,VanDusen Botanical Garden,155,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=155,Shaughnessy,Point,"[-123.129578, 49.239145]",Heide Dobler,City of Vancouver,244,5251 Oak Street,,Shaughnessy,Figurative,bronze,"Beside upper lake,  N.E. of Fragance Garden",-123.129578,49.239145
466,public-art,d3eca19c011a354cbc4269a7b1045e7ee99530fd,2020-06-22T10:31:46.074000+00:00,Removed,"This four-sided architectural memorial sits on a raised platform of concrete and tiles outside BC Place. According to the pamphlet Downtown Vancouver Architecture and Public Art (1998), ""the memorial is a postmodern interpretation of the triumphal arches of Rome."" There is a stylized cast lion on each corner of the roof. The square pavilion houses a map of Canada and  an image of one-legged runner Terry Fox by Ian Bateson etched into polished steel surfaces. The inscriptions commemorate Fox's heroic effort to run across Canada to raise funds for cancer research.  The ""Marathon of Hope"" eventually raised over $30m.",1984,application/octet-stream,aspx?AreaId=161&ImageId=130,LAW161-1.jpg,300.0,d05d6c53d878025f245422566257fa81,300.0,False,BC Place Stadium (Downtown),161,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=161,,,,Barbara Cole,Province of British Columbia,8;163,855 Beatty Street at Robson (Downtown),"The miracle of Terry Fox was that he was an ordinary young man who turned his response to pain and loss into a triumph of hope and courage. When Terry lost his right leg to cancer in 1977 he decided to raise funds for cancer research. He would run across Canada and ask every Canadian to join the fight against cancer by donating one dollar. He began his Marathon of Hope in Newfoundland on April 12, 1980 heading for the Pacific and home 5,300 miles away. As he ran his daily 26 miles, the lone figure with the distinctive hop-and-skip gait became a symbol that captured the imagination of a nation.  On September 2, Terry was forced to abandon his run when cancer was discovered in his lung. That morning he had written 3,318 miles under the date in his diary. But the Marathon of Hope was not over. Messages of affection and encouragement flooded in and donations to continue the battle against cancer, eventually totaled more than $30 million. In the last year of his brief life Terry received many honours, but Terry Fox will always be remembered most as the young man who demonstrated and took a nation along with him on his Marathon of Hope. Dedicated 1984 by the people of British Columbia; Architect:Franklin Allen / The Corner Group; Illustration: Ian Bateson""",,,"brick, tile, concrete, stainless steel, Plexiglas","entrance to BC Place Stadium, W. side of Terry Fox Plaza",-123.1207,49.2827
467,public-art,d605584e878ad5f2537a2fcee302007a9d1e8df4,2020-06-22T10:31:46.074000+00:00,In place,"A heritage monument, this  granite water fountain has a carved text and  inset bronze relief plaque that commemorates the first  lifeguard at this beach.",1927,application/octet-stream,aspx?AreaId=163&ImageId=132,LAW163-1.jpg,300.0,85c72dc2d0c8e3e59a892bd537abc9f3,300.0,False,Alexandra Park,163,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=163,West End,Point,"[-123.142386, 49.285563]",Barbara Cole,City of Vancouver,98,1600 block of Beach Avenue,"Joe Fortes was born in Barbados and jumped ship to stay  in Vancouver in 1885. He made it his mission to teach people to swim and taught hundreds of children and adults.According to the Vancouver Sun (April 7, 2001, H4) Fortes owned only one book: The Imitation of Christ by Thomas a Kempis. His funeral in 1922 was the biggest in Vancouver history.",West End,Memorial or monument,"Bronze, granite","South side of Alexander Park, facing Beach Avenue between Bidwell and Denman Street",-123.142386,49.285563
468,public-art,c64dd5602854da3b0d287d4f65c40b2d65aaa4d7,2020-06-22T10:31:46.074000+00:00,In place,"The monument consists of a 100' diameter circle of 14 pink granite benches each 5.5' long with a slight bowl in the top.  Each bench is inscribed with the name of one of the 14 women killed by a gunman on December 6th, 1989, at the l'Ecole Polytechnique, University of Montreal.  The benches are about the length and width of a woman's body and the depression in the center of each bench catches rain water, a reference to tears. A 98' diameter circle outside the benches is set w/ 500 7½"" square tiles with the names of donors.
The circle is situated close to the center of the park and makes reference to ancient stone circles. The space inside the circle is slightly domed and covered with grass. An alter-like podium stands just outside the circles and bears the name of the piece and an inscription. Over time, Marker of Change has quietly asserted itself into the consciousness of the community and has become a site for individual reflection and meditation as well as a place of discovery.",1997,application/octet-stream,aspx?AreaId=165&ImageId=134,LAW165-1.jpg,300.0,f055679e2b17749c3364a2c16a4fe891,300.0,False,Thornton Park,165,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=165,Strathcona,Point,"[-123.099, 49.27401]",Barbara Cole,,212,Main Street & Terminal,"It took nearly eight years for this monument to come into being. A committee was formed in conjunction with Capilano College and a subsequent national competition drew 98 entries. Toronto artist Beth Alber won with the design incorporating 14 pink granite benches in a circle.  It stands as a reminder of violence against women in society.  The competition policies state that, ""The Women's Monument is conceived as a rational monument to be located in Vancouver, BC, dedicated to all women who have been murdered by men, and naming the 14 women killed in Montreal on Dec 6,1989. It will provide a focus for healing and a tangible symbol of remembrance."" Beth Alber's artist proposal states,  ""The circle, the symbol used by women for centuries to represent a continuum, in a non-hierarchical way, is one of the major elements for this Women's Monument. It is a symbol of women's spirit and is associated with the idea of a protected or consecrated space.""  During the course of the project, considerable controversy was stirred up by the wording of the inscription which is dedicated to ""all women who have been murdered by men"".  Many people felt this inscription was too political. Some were critical about the eventual cost of the monument, approximately $500,000, which they felt could have been put to better purpose.  Many felt that the monument was too specific and was inappropriately sited in a public place, and that public money shouldn't be used to commemorate what was construed to be a private grief. But despite the obstacles, ""Marker of Change"" was unveiled in Thornton Park on December 6th, 1997 exactly eight years after the 14 women were killed.",Strathcona,Site-integrated work,Pink granite,Central area in front of the bus terminal,-123.099,49.27401
469,public-art,28c2e3fff5b74ba9c6a935bdb0292244b052eded,2020-06-22T10:31:46.074000+00:00,Removed,The large mural covers the side of the building in blues and greys and features a pod of Orca Whales on the northern BC coast.,1985,application/octet-stream,aspx?AreaId=168&ImageId=137,LAW168-1.jpg,300.0,0ad6c6bc1a72410b3298843be8f4b06c,300.0,False,Wyland Bldg. (Downtown),168,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=168,Downtown,Point,"[-123.124284, 49.287533]",,private,216,1190 Melville Street (Downtown),The piece honours the Sea Shepard Society and was commissioned to aid in the education and protection of endangered animals.,Downtown,Mural,Paint on concrete,Exterior east wall,-123.124284,49.287533
470,public-art,30794b0915c572a73de8f19819b016af8969a930,2020-06-22T10:31:46.074000+00:00,In place,"A black granite sculpture made of three blocks. It is the artist's impression of a person in prayer using simple, strong forms.",1986,application/octet-stream,aspx?AreaId=170&ImageId=139,LAW170-1.jpg,300.0,5432d9ea7e04b737a3d9739689b4f9c8,300.0,False,Discovery Park,170,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=170,Downtown,Point,"[-123.120121, 49.285633]",Tamara Tosoff - City of Vancouver,Province of British Columbia,102,Burrard & Dunsmuir Street,"""The sculpture is a tribute to the immigrants who settled in Canada."" It was carved for the City Shapes Sculpture Symposium for Vancouver's centennial in 1986.",Downtown,Sculpture,Black Quebec granite,,-123.120121,49.285633
471,public-art,10d87be5bd38f2ae1194bead09e99cfacd7c8fc5,2020-06-22T10:31:46.074000+00:00,In place,Three faces emerge from this solid white marble form.,1975,application/octet-stream,aspx?AreaId=196&ImageId=890,LObserving Your Society photo Heide Dobler.jpg,300.0,6e59c83853ae227f16ab9f6b28ead83e,300.0,False,VanDusen Botanical Garden,196,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=196,Shaughnessy,Point,"[-123.132556, 49.238647]",Heide Dobler,City of Vancouver,126,5251 Oak Street,,Shaughnessy,Sculpture,Marble,"Central - south area north of Japanese Azaleas, edge of Great Lawn",-123.132556,49.238647
472,public-art,e3067fc0c4340ea79bc655263a0b43e5caa5be54,2020-06-22T10:31:46.074000+00:00,In place,Abstract form; Part of the 1975 Symposium;,1975,application/octet-stream,aspx?AreaId=200&ImageId=895,LIn Memoriam of Teilhard de Chardin Heide Dobler.jpg,300.0,2b71a9128b1ae5b165a636b6af9bd430,300.0,False,VanDusen Botanical Garden,200,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=200,Shaughnessy,Point,"[-123.133001, 49.239524]",Heide Dobler,City of Vancouver,74,5251 Oak Street,"“The most obvious symbolism was conjured up by the grid – incarceration, imprisonment or a barred way. The sphere in the middle symbolizes the eternal mystery. The two openings on the one side of the piece stand for the two sciences through which he (de Chardin) sought to shed light on this mystery. The grid states our access is barred, and/or, we ought not to touch it until we are mature enough. The whole concept could be applied to the exploration of the atom…”",Shaughnessy,Sculpture,Marble,South central area,-123.133001,49.239524
473,public-art,70296431ea8bf2ece366295ce481994051da5bf5,2020-06-22T10:31:46.074000+00:00,Removed,"Fourteen large metal balls are scattered throughout the grounds of General Motors Place Arena: 7 are smooth stainless steel with 3 grooves at each pole and 7 are aluminum with grooves every 3"".  Two bronze medallions are inset into each ball; one end depicts a star and the other is the face of a person in action.  All balls are 60.5"" in diameter.",1995,application/octet-stream,aspx?AreaId=203&ImageId=169,LAW203-1.jpg,300.0,9473c475f29e62f4c9ad2d3a8d1f1346,300.0,False,General Motors Place Arena,203,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=203,Downtown,Point,"[-123.10804, 49.278494]",Barbara Cole,Privately owned,95,800 Griffiths Way,"The Game… engages all the exterior sites of the Arena at once, identifying them as a field for an over-sized game.  There are two teams of balls - 7 for each side.  It appears as a game in progress…  Contributing to the idea that there are dramatic consequences to this game, bronze medallions are set into each ball to carry the image of a person in action.  In the form of a portrait,  these human images lend an identity to each ball and also indicate its situation in the game.  Some faces appear triumphant, others suffer the stress of falling or spinning... At the opposite pole each ball carries the image of a star.  Whether read as rising or falling this sign casts the player as a guest of fate, inexorably rolled along in the flow of events.  (the artist)",Downtown,Site-integrated work,"Stainless steel, aluminum, bronze","Levels 100, 200 and 300 of the exterior plaza",-123.10804,49.278494
474,public-art,7dc074dc9b589c522679fe34be6f228c64a7035d,2020-06-22T10:31:46.074000+00:00,In place,,1995,application/octet-stream,aspx?AreaId=204&ImageId=170,LAW204-1.jpg,300.0,8e912f341b6e25bd5409b5a64098c42d,300.0,False,Renfrew Public Library,204,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=204,Renfrew-Collingwood,Point,"[-123.042243, 49.250885]",,City of Vancouver,12;112,2969 E. 22nd Avenue,"A library is an ordered resource for accessing information to further one's knowledge and to enhance one's learning. The route taken to that information can guide the thought process and determine the end conclusions. Leonardo realized this a few centuries ago; Our concept is to challenge users of the facility to rethink their thought processes. 
The most opportune time to accomplish this is before entering the Library - confronting the viewer by having them walk through the piece - and perhaps encouraging them to leave their previous perceptions at the door.
The format in presenting the concept is another Leonardo da Vinci exercise - a geometric discovery of form, mathematics and order. Our interpretation of the exercise challenges the viewer's perceptions: first, by engaging the individual in a visual puzzle that defines the various elements of the geometry in a manner that also juggles their perceptions; and secondly, by making visual references to the cosmos that will take the viewer beyond the physical piece to consider the mysteries of the mind, universe, and of course, the search for truth.
In locating the piece at, and as the entrance, it emphasizes Public Art as a functioning componenet of life and architecture - the concept challenging one's thought process and the physical statement aiding in the flow and function of the ordered architecture.",Renfrew-Collingwood,Site-integrated work,"copper, aluminum, glass","Interior, front door",-123.042243,49.250885
475,public-art,75dfda1158df5dc696444a66d0cb846925a823bd,2020-06-22T10:31:46.074000+00:00,In place,"Four circular platforms are set in the park throughway beside the Vancouver Club. Each platform has a park bench and a living indigenous tree in a round steel planter on it. The platforms are made of wood and rotate at subtle speeds based on the work week: 1 hour, 8 hours and 40 hours. The fourth platform represents the 20-minute coffee break.Commissioned by the City of Vancouver Public Art Program. Supported by development funds from the Bentall Corporation and the generous assistance of Mr. Douglas B. Forster",1998,application/octet-stream,aspx?AreaId=210&ImageId=176,LAW210-1.jpg,300.0,08d8ef221c79bcd72cf29ef3cd198160,300.0,False,Walkway,210,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=210,Downtown,Point,"[-123.115356, 49.286884]",Barbara Cole,City of Vancouver,91,901 West Hastings Street,"""The project....addresses the social dynamics of the plaza as a well-used site of rest, reflection, and passage …[The piece intends] to create a public space that is not fixed and static, but that changes through time. The 3 platforms rotate at various speeds recalling the traditional presence of clocks on public squares."" ""The platform surfaces are of heavy wooden planking; the planters of steel - materials reminiscent of the industrial buildings once such an important part of this area ...  By contrast, the trees...include species indigenous to BC, Europe, and Asia, reflecting the diverse backgrounds that constitute our social present."" -Artist's statement",Downtown,Site-integrated work,"Wooden planks, living trees, steel containers",Plaza at north foot of Hornby between Hastings and Canada Place Way,-123.115356,49.286884
476,public-art,b04def550fd0b71f1e426a482a30cad4be97d17f,2020-06-22T10:31:46.074000+00:00,In place,"An illuminated environmentally interactive ""brush"" responds to wind, tide, and wave action, and rests on a steel piling balanced by two large spun steel buoys.  The brush moves with the currents and transmits weather and tide changes to http://www.livestream.com/brushwithillumination.",1998,application/octet-stream,aspx?AreaId=214&ImageId=865,L214.JPG,300.0,3e8a5beeb583d5655c3e94a81b705a18,300.0,False,Roundhouse,214,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=214,Downtown,Point,"[-123.122832, 49.271061]",,City of Vancouver,247,False Creek seawall near David Lam Park,"""…Brush with Illumination is the evolutionary successor of an ancient communication tool:  the calligraphy brush.  The piece is fitted with an array of sensors that glean environmental data from the air and water as the sculpture responds to environmental conditions, and transmit it both visually, through the laser-lighted pulsation's of the cursor at the tip of the brush, and electronically to a land based computer.  Mathematical functions translate these elemental events in a series of characters that are continually on display…"" at http://www.livestream.com/brushwithillumination [http://bustersimpson.net/brush/] (press release).",Downtown,Sculpture,"Stainless steel, solar panels, battery, electronics, and transmitter",Approx. 60 feet offshore,-123.122832,49.271061
477,public-art,81b8d598a59560a292f46c710882024b2473d8d6,2020-06-22T10:31:46.074000+00:00,In place,"Large blown glass florets (called Persians by the artist)  in colours of red, yellow, orange and blue are suspended in a rectangular glass case set in flowing water.",1998,application/octet-stream,aspx?AreaId=216&ImageId=182,LAW216-1.jpg,300.0,caa9a31f71e884585e9e7f6a87add818,300.0,False,The Residences on Georgia,216,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=216,West End,Point,"[-123.125581, 49.287548]",Karen Henry,private,23,1200 West Georgia Street at Bute Street,"""I've never done a piece that is this public before.""-Westender, April 2, 1998.",Downtown,Sculpture,Glass,In water feature on Bute,-123.125581,49.287548
478,public-art,1b5ad1de3ac65f286c94ce7aae0bbebb3b74c423,2020-06-22T10:31:46.074000+00:00,In place,"A semi-circle of shattered glass screens with etched leaves is visible from the street and lit at night.  In the courtyard is a 4,500 sq. ft. leaf-shaped pool; situated around it are black granite seats with a word - hybrid, seasonal, wild, uprooted, perennial, transplanted - carved into each like the title of a botanical drawing. The leaf pool is visible in it's entirety from the suites above.",1997,application/octet-stream,aspx?AreaId=218&ImageId=184,LAW218-1.jpg,300.0,4aa6bdc6aabbef46b8bef161d393afaf,300.0,False,Beatty Mews Plaza,218,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=218,Downtown,Point,"[-123.118877, 49.274768]",the artist,private,265,"1088 Cambie Street, Pacific Blvd. at Cambie Street","""Chance, timing and planning have brought the cultivation of new plants, residents, architecture and even art to the city of Vancouver. Perennials is a sculptural overlay, a botanical metaphor for the constant shifts in natural and cultural landscapes and for the fragility of their survival.""  (press release)",Downtown,Fountain or water feature,"Granite, slate, coloured concrete",,-123.118877,49.274768
479,public-art,57cd6d0216cee9df492bbc703f17882681e19c1a,2020-06-22T10:31:46.074000+00:00,In place,"Nesting boxes, planting, and a telescope in an alcove of Victoria Dr. Bridge",1996,application/octet-stream,aspx?AreaId=224&ImageId=190,LAW224-1.jpg,300.0,5c9b30eeb5fe6c4cc8edc393e0f45017,300.0,False,Victoria Drive Bridge,224,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=224,Kensington-Cedar Cottage,Point,"[-123.066068, 49.261805]",,City of Vancouver,43;165,Over Grandview Cut between Broadway and 10th Avenue,"The history of the piece was actually quite interventionist, in that Janis and I were atempting to promote an environmentally sound alternative to a proposed freeway (now cancelled) which was to have gone through the Grandview Cut. The City had originally planned a vertical concrete wall at the site to accomodate future freeway construction and ""healing the Cut - Bridging the Gap"" was designed to prevent that from hapenning. Golden Willow, Cottonwood, Black Locust, and Butterfly Bush were planted to stabilize erosion which started after the bridge and the condominium unit on top of the ravine were constructed. The nesting birds would bring in the seeds of other plants in their droppings. Eventually the Engineering Dept. was won over by our ecological approach.",Kensington-Cedar Cottage,Site-integrated work,Vegetation,"Centre, west side",-123.066068,49.261805
480,public-art,e112786ed17aef1ce9a7b47c48483b3671361295,2020-06-22T10:31:46.074000+00:00,In place,This wind sculpture is a woman in a bathing suit who has articulated limbs that allow her to swim through the air. The speed of her movements is controlled by a propeller and the local wind currents at Kitsilano beach.,1996,application/octet-stream,aspx?AreaId=225&ImageId=191,LAW225-1.jpg,300.0,22cb592fe297a1e89689fb3b0c5b02f3,300.0,False,Kitsilano Pool,225,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=225,Kitsilano,Point,"[-123.157342, 49.273272]",Ken Mayer,City of Vancouver,236,Cornwall Street at N. Foot of Yew,"Wind Swimmer was inspired by the artist's meeting with an older man who swam regularly off Stanley Park.  Taylor decided to build him a mate to swim along with him.  The prototype was made in 1993 for the Artropolis exhibition and installed in Stanley Park, but it was smashed by a log. The Parks Board pursued a second opportunity and a donor was found (Mary and Herb Auerbach).  The current Wind Swimmer was installed at Kits beach in 1996. The mechanism is specially engineered so that at winds of more than 55mph it turns sideways and slows down. (Guddrun Will, Vancouver Courier, May 19, 1996) Wind Swimmer was redesigned in 1999.",Kitsilano,Sculpture,"Wood, steel, aluminum, lead, bronze",Upper deck,-123.157342,49.273272
481,public-art,736cfb6f10a672d7cba4406b931e9e612c7586ed,2020-06-22T10:31:46.074000+00:00,In place,"A stage backdrop including curtains and columns made of coloured fencing is superimposed over an ordinary sports backstop cage.  An aluminum sheet along the top of the backstop acts as a pediment and displays a quote from Wordsworth:  ""This city now doth like a garment wear the beauty of the morning; silent, bare, ships, towers, domes, theatres, and temples lie open upon the fields, and to the sky.""",1998,application/octet-stream,aspx?AreaId=231&ImageId=957,"L09_Kazmer, Davis & Grady Backstop Wordsworth.jpg",300.0,c32addcbff953a0ed30c015aa2286fe2,300.0,False,Ridgeway Greenway: Cartier Park,231,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=231,RileyPark,Point,"[-123.097212, 49.237275]",,City of Vancouver,170;262;263,E 37th & Prince Edward,,Riley Park,Site-integrated work,plastic covered chain link fencing & aluminum,N.W. corner of East 37th & Prince Edward,-123.097212,49.237275
482,public-art,de19eb6175196ba85f1ac3ff205ee80fcff5cd24,2020-06-22T10:31:46.074000+00:00,In place,"Fragments of residential architecture (door knobs, latches, plumbing fixtures, etc.) are sealed in amber coloured polyurethane and embedded in the sidewalk along the base of exterior columns and walls of the building.",1998,application/octet-stream,aspx?AreaId=234&ImageId=200,LAW234-1.jpg,300.0,2f0b3964f6ea77e173636cbb8169b217,300.0,False,The Spot,234,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=234,Downtown,Point,"[-123.121462, 49.279148]",Karen Henry,Privately owned,71,933 Seymour Street,"""The piece functions on several scales: as a pathway accompanying the public through the site; on closer inspection, as individual ""cells"" filled with narrative details; and from a distance, as an underlying structure, a cadence of a collective memory beneath its current form.""  (the artist)",Downtown,Site-integrated work,"Polyurethane, doorknobs, faucets and other domestic hardware",Around the perimeter of the building,-123.121462,49.279148
483,public-art,6f952bc24cf18c2bc2b1cf7927b9883b242a31a5,2020-06-22T10:31:46.074000+00:00,In place,A  text in yellow cedar (Placed Upon the Horizon (Casting Shadows) is located on the south facade of the VancouverArt Gallery above the columns.,1990,application/octet-stream,aspx?AreaId=238&ImageId=203,LAW238-1.jpg,300.0,6b52c6e9b32d7af1487dad8b8f52e10d,300.0,False,Vancouver Art Gallery,238,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=238,Downtown,Point,"[-123.121271, 49.282599]",Barbara Cole,Vancouver Art Gallery,215,750 Hornby Street,"""The statement ""Placed Upon the Horizon (Casting Shadows)"" is a sculpture by American artist Lawrence Weiner.  Since the 1960's, Weiner has made sculptures which can exist in three separate states: as conceptual proposals described in language; as objects made of materials somehow related to the place in which they are installed; and as objects accompanied by a statement describing them.  The Vancouver Art Gallery's sculpture is made of cedar (a ""material of the region"") and is placed in a public space where it can be seen by many other people than those who visit art galleries.""  (From artwork description issued by the VAG)",Downtown,Relief,Yellow cedar,Over doors facing Robson Street,-123.121271,49.282599
484,public-art,f2b2f01982dbb52fb0b5317a7068b3b3688dcea4,2020-06-22T10:31:46.074000+00:00,Removed,"Cassettes, live radio broadcasts",1996,,,,,,,,,240,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=240,,,,,City of Vancouver,189,NLE,"Soundscapes and audio artworks based in Vancouver neighbourhoods and communities. Training/recording/studio production workshops with small groups (accessed through Community Centres and Schools) resulted in new audio pieces and a one-hour radio program. We intended to take radio out of the station and into the community, re-orient participants' thinking about sound, and have fun.",,,,,-123.1207,49.2827
485,public-art,4f2f527690376329759db63ee614ac946705f9f6,2020-06-22T10:31:46.074000+00:00,Removed,A narrataive in sculptural form wove its way through the Cottonwood Community Garden.,1996,,,,,,,,Cottonwood Gardens (Strathcona),241,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=241,,,,,City of Vancouver,67;68;205;206;207;208;209,Strathcona,"The Youth Art Project at the Cottonwood Community Gardens was constructed by 6 youth groups from January 1996-July 1996. The art projects ranged from the Warrier and Sea Eagle Mosaic done by the Downtown Eastside Action Coalition through to Our Found Family Tree done by the YMCA Leadership Program.

Over the summer of 1996, some of the art pieces were significantly damaged. While some of the pieces have a short life span - such as Eartha, a garden plot in the shape of a women - many art projects were vandalized and even destroyed far before their ""natural"" life span.",,Site-integrated work,,,-123.1207,49.2827
486,public-art,c2e34abe4bb7bd739e3cb62ef85f5e52374ae4ea,2020-06-22T10:31:46.074000+00:00,Removed,,1996,,,,,,,,,243,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=243,,,,,City of Vancouver,191;192,,,,,,,-123.1207,49.2827
487,public-art,143071842112bd1a88250fd9f56123b265e450b4,2020-06-22T10:31:46.074000+00:00,Removed,"The project resulted in Transit shelter posters and 'mini' posters, distributed throughout the city of Vancouver during December1997 and January 1998. Two posters mounted on foamcore were on display for the month of December at the Vancovuer Public Library. One poster was on display in Duthie Books' window at the corner of Granville and Georgia. Thirty slides detailing the project, its participants, process, intent and outcome were shown at the Festival Cinemas, 5th and Burrard,  for the months of December 1997 and January 1998.",1997,application/octet-stream,aspx?AreaId=248&ImageId=207,LAW248-1.jpg,300.0,918340b5fef8f0ccaec7da933b620c6f,300.0,False,Downtown Eastside,248,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=248,,,,"Ingrid Oleman, 1997",,256,Downtown Eastside,"Using disposable cameras, a group of women lliving and working in the downtown eastside documented their community and interviewed residents. Over 500 photos were taken, and many stories were told, but the women selected two images to represent what they felt to be the purpose of the project and the ""message"" they most wanted people to know. The final outcome of the project was the creation of transit shelter posters which were displayed throughout the City of Vancouver for the month of December in comemmoration of December 6th, Canada's National Day of Remembrance and Action on Violence Against Women.",,Site-integrated work,,,-123.1207,49.2827
